coordinates,LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential,mobilityscore
"38.86837273,-77.01581359",38.86837273,-77.01581359,,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746,53.0
"38.94273685,-77.0344737",38.94273685,-77.0344737,1430 VARNUM STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.95472152,-77.03489148",38.95472152,-77.03489148,5318 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,81.0
"38.94918079999999,-77.03173629",38.94918079999999,-77.03173629,1325 DELAFIELD PLACE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.94530253,-77.02904828",38.94530253,-77.02904828,4502 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.94423268,-77.03507126",38.94423268,-77.03507126,1509 WEBSTER STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,71.0
"38.95209488,-77.03175512",38.95209488,-77.03175512,1325 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.94206749,-77.03460764",38.94206749,-77.03460764,1513 UPSHUR STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,78.0
"38.94527928,-77.02944856",38.94527928,-77.02944856,4503 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.95016173,-77.02886926",38.95016173,-77.02886926,4906 ARKANSAS AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.95534984,-77.02860831",38.95534984,-77.02860831,1217 JEFFERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,77.0
"38.94955483,-77.03393814",38.94955483,-77.03393814,1404 EMERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.94592484,-77.02748604",38.94592484,-77.02748604,1116 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,77.0
"38.94418559,-77.03247521",38.94418559,-77.03247521,4401 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.95774279,-77.03782476",38.95774279,-77.03782476,1614 LONGFELLOW STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,70.0
"38.95746431,-77.03190092",38.95746431,-77.03190092,5601 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,82.0
"38.94739469,-77.03409999",38.94739469,-77.03409999,1425 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,77.0
"38.9463421,-77.02897649",38.9463421,-77.02897649,1129 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.94542705,-77.03301414",38.94542705,-77.03301414,4506 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.96000014,-77.03734794",38.96000014,-77.03734794,1626 NICHOLSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,70.0
"38.94542285,-77.02917984",38.94542285,-77.02917984,4508 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.94875845,-77.03188168",38.94875845,-77.03188168,4807 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.94490832,-77.02797359",38.94490832,-77.02797359,4433 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.95602147,-77.03437352",38.95602147,-77.03437352,1408 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,84.0
"38.94592301,-77.03500645",38.94592301,-77.03500645,1508 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.94788756,-77.03523168",38.94788756,-77.03523168,4715 PINEY BRANCH ROAD NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.9586322,-77.02853625",38.9586322,-77.02853625,5704 GEORGIA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.95878637,-77.03677481",38.95878637,-77.03677481,5702 16TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,74.0
"38.94349875,-77.03424636",38.94349875,-77.03424636,4315 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.94438731,-77.03038128",38.94438731,-77.03038128,4400 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.95582052,-77.03399765",38.95582052,-77.03399765,5408 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,86.0
"38.95497313,-77.02998869",38.95497313,-77.02998869,1300 JEFFERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.94338464,-77.03477058",38.94338464,-77.03477058,4310 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.95062002,-77.03013095",38.95062002,-77.03013095,1302 FARRAGUT STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.94419987,-77.03328949",38.94419987,-77.03328949,1405 WEBSTER STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.95372176,-77.03371942",38.95372176,-77.03371942,5214 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,82.0
"38.95813733,-77.03314244",38.95813733,-77.03314244,1360 MADISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,82.0
"38.94355442,-77.03424639",38.94355442,-77.03424639,4317 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.9563677,-77.02997382",38.9563677,-77.02997382,5500 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,81.0
"38.94631465,-77.03513884",38.94631465,-77.03513884,1513 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.9473856,-77.02797976",38.9473856,-77.02797976,1213 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.94630004,-77.03038071",38.94630004,-77.03038071,1307 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,81.0
"38.95534967,-77.02854267",38.95534967,-77.02854267,1215 JEFFERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,77.0
"38.95207903,-77.03104849",38.95207903,-77.03104849,1315 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.96073253,-77.02830206",38.96073253,-77.02830206,5816 GEORGIA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.96002222,-77.0318423",38.96002222,-77.0318423,1340 NICHOLSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.96236751,-77.0373448",38.96236751,-77.0373448,1616 MISSOURI AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,71.0
"38.94737705,-77.0294042",38.94737705,-77.0294042,1245 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,71.0
"38.95601768,-77.02872326",38.95601768,-77.02872326,1216 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,85.0
"38.95642453,-77.02857194",38.95642453,-77.02857194,1209 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,85.0
"38.95166296,-77.02994703",38.95166296,-77.02994703,1300 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.945924100000006,-77.03556674",38.945924100000006,-77.03556674,1524 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.9610884,-77.03293151",38.9610884,-77.03293151,5819 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,74.0
"38.95307929,-77.03372858",38.95307929,-77.03372858,1401 HAMILTON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.94522532,-77.03013974",38.94522532,-77.03013974,1301 ALLISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.95270212,-77.02790339",38.95270212,-77.02790339,1202 HAMILTON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.95694789,-77.03213225",38.95694789,-77.03213225,5521 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,82.0
"38.94880559,-77.02862691",38.94880559,-77.02862691,1216 DELAFIELD PLACE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.94631522,-77.03535052",38.94631522,-77.03535052,1519 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.9516538,-77.03016484",38.9516538,-77.03016484,1302 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.94436879,-77.02653088",38.94436879,-77.02653088,4406 GEORGIA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,78.0
"38.94846791,-77.03230031",38.94846791,-77.03230031,4800 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.94527244,-77.0275625",38.94527244,-77.0275625,1121 ALLISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,75.0
"38.96134384,-77.03810578",38.96134384,-77.03810578,1622 MANCHESTER LANE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,69.0
"38.94661879,-77.03478323",38.94661879,-77.03478323,4608 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,76.0
"38.94418359,-77.02687607",38.94418359,-77.02687607,1011 WEBSTER STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,78.0
"38.94541105,-77.03478541",38.94541105,-77.03478541,4504 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,74.0
"38.95652958,-77.02997434",38.95652958,-77.02997434,5506 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.94528351,-77.03531875",38.94528351,-77.03531875,1517 ALLISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,72.0
"38.95601189,-77.03540414",38.95601189,-77.03540414,1438 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,82.0
"38.95431988,-77.03190355",38.95431988,-77.03190355,1343 INGRAHAM STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,81.0
"38.94672795,-77.03298613",38.94672795,-77.03298613,4618 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,83.0
"38.95710453,-77.02835727",38.95710453,-77.02835727,1200 LONGFELLOW STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,84.0
"38.94699344,-77.03354389",38.94699344,-77.03354389,1410 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.9434206,-77.02644298",38.9434206,-77.02644298,4315 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,79.0
"38.95658359,-77.02941827",38.95658359,-77.02941827,5509 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373,80.0
"38.94814917,-77.08944169",38.94814917,-77.08944169,4525 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,50.0
"38.95683799,-77.08923627",38.95683799,-77.08923627,4510 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125,80.0
"38.94991928,-77.09810489",38.94991928,-77.09810489,4931 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.94570442,-77.08446632",38.94570442,-77.08446632,4317 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,68.0
"38.9526576,-77.08648657",38.9526576,-77.08648657,4812 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,65.0
"38.95175257,-77.08595975",38.95175257,-77.08595975,4719 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,65.0
"38.9498862,-77.08452158",38.9498862,-77.08452158,4311 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,75.0
"38.94571129999999,-77.08927091",38.94571129999999,-77.08927091,4513 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.94952724,-77.08105856",38.94952724,-77.08105856,4101 RIVER ROAD NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,83.0
"38.94726991,-77.08938706",38.94726991,-77.08938706,4519 ALTON PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,50.0
"38.94990482,-77.08785881",38.94990482,-77.08785881,4433 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,60.0
"38.95032042,-77.08474613",38.95032042,-77.08474613,4621 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,70.0
"38.94336961,-77.08983608",38.94336961,-77.08983608,4527 VAN NESS STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.94501554,-77.0934776",38.94501554,-77.0934776,4707 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,54.0
"38.94515276,-77.09082519",38.94515276,-77.09082519,4308 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.94605283,-77.08312618",38.94605283,-77.08312618,4212 YUMA STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,77.0
"38.94611531,-77.09091513",38.94611531,-77.09091513,4600 YUMA STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.9561739,-77.08839887",38.9561739,-77.08839887,5103 45TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,79.0
"38.95546361,-77.08944949",38.95546361,-77.08944949,4519 RIVER ROAD NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,61.0
"38.94449229999999,-77.09031518",38.94449229999999,-77.09031518,4237 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.94138003,-77.08675272",38.94138003,-77.08675272,4443 SPRINGDALE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.95027837,-77.08283036",38.95027837,-77.08283036,4224 RIVER ROAD NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,78.0
"38.94334699,-77.07886388",38.94334699,-77.07886388,3941 VAN NESS STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,80.0
"38.94927566,-77.09700172",38.94927566,-77.09700172,4532 49TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.95156993,-77.09032357",38.95156993,-77.09032357,4713 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,55.0
"38.95490601,-77.087652",38.95490601,-77.087652,4427 FESSENDEN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,65.0
"38.95123154,-77.08764575",38.95123154,-77.08764575,4431 CHESAPEAKE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.94898894,-77.09116751",38.94898894,-77.09116751,4611 BUTTERWORTH PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,52.0
"38.95676299,-77.09047298",38.95676299,-77.09047298,5117 WESTERN AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,80.0
"38.95058357,-77.09084042",38.95058357,-77.09084042,4620 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,55.0
"38.95278097,-77.08835878",38.95278097,-77.08835878,4817 45TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,64.0
"38.94729655,-77.09356457",38.94729655,-77.09356457,4717 ALTON PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.9568421,-77.08773318",38.9568421,-77.08773318,4424 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125,81.0
"38.9524375,-77.08517446",38.9524375,-77.08517446,4800 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,67.0
"38.94440441,-77.08002401",38.94440441,-77.08002401,4233 NEBRASKA AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,79.0
"38.94300469,-77.09018329",38.94300469,-77.09018329,4532 VAN NESS STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.94906142,-77.08524945",38.94906142,-77.08524945,4538 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,70.0
"38.94365164,-77.08891650000002",38.94365164,-77.08891650000002,4208 45TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.95281042,-77.09036829",38.95281042,-77.09036829,4817 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.94417698,-77.08483099",38.94417698,-77.08483099,4329 VERPLANCK PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,69.0
"38.94377653,-77.08946124",38.94377653,-77.08946124,4516 VERPLANCK PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.95181262,-77.08649385",38.95181262,-77.08649385,4720 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,65.0
"38.95447765,-77.08299179",38.95447765,-77.08299179,4220 FESSENDEN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,75.0
"38.94461236,-77.09208394",38.94461236,-77.09208394,4642 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.94456006,-77.08489051",38.94456006,-77.08489051,4324 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,69.0
"38.94416251,-77.07940164",38.94416251,-77.07940164,4011 VEAZEY STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,78.0
"38.94769075,-77.09197775",38.94769075,-77.09197775,4624 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.95579919,-77.08667048",38.95579919,-77.08667048,4408 GARRISON STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,80.0
"38.94900842,-77.08915252",38.94900842,-77.08915252,4509 BUTTERWORTH PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,50.0
"38.94768888,-77.08492492",38.94768888,-77.08492492,4324 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,68.0
"38.9551819,-77.08829934",38.9551819,-77.08829934,4452 FARADAY PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,65.0
"38.94952716,-77.09392351",38.94952716,-77.09392351,4726 BRANDYWINE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.9508625,-77.09183706",38.9508625,-77.09183706,4630 CHESAPEAKE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.95721879,-77.0849755",38.95721879,-77.0849755,4319 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125,87.0
"38.94861512,-77.09739443",38.94861512,-77.09739443,4910 BUTTERWORTH PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,57.0
"38.94253476,-77.07758363",38.94253476,-77.07758363,4100 WISCONSIN AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,77.0
"38.94826635,-77.08474726",38.94826635,-77.08474726,4509 43RD PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,68.0
"38.94046958,-77.0853791",38.94046958,-77.0853791,3916 44TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.95269046,-77.09032926",38.95269046,-77.09032926,4813 46TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.9572203,-77.08562576",38.9572203,-77.08562576,4339 HARRISON STREET NW,20015,American University,Cluster 11,Ward 3,2560,0.308203125,87.0
"38.95518320000001,-77.08752636",38.95518320000001,-77.08752636,4432 FARADAY PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,65.0
"38.94994728,-77.08082739",38.94994728,-77.08082739,4600 WISCONSIN AVENUE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,84.0
"38.94532029,-77.09348019",38.94532029,-77.09348019,4706 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,54.0
"38.94290202,-77.08233696",38.94290202,-77.08233696,4120 42ND STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,73.0
"38.94998417,-77.09699195",38.94998417,-77.09699195,4604 49TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.94571721,-77.08715979",38.94571721,-77.08715979,4417 WINDOM PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,52.0
"38.95847246,-77.08498311",38.95847246,-77.08498311,,20015,American University,Cluster 11,Ward 3,2560,0.308203125,94.0
"38.94495352,-77.09032949",38.94495352,-77.09032949,4541 WARREN STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.9502579,-77.09236072",38.9502579,-77.09236072,4615 47TH STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,56.0
"38.94729254,-77.09122971",38.94729254,-77.09122971,4611 ALTON PLACE NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,53.0
"38.94771037,-77.08645057",38.94771037,-77.08645057,4400 ALBEMARLE STREET NW,20016,American University,Cluster 11,Ward 3,2560,0.308203125,67.0
