LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential
38.882011999999996,-77.01858579,612 4TH PLACE SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87275081,-77.0187378,1425 4TH STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88147366,-77.02021382,601 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87521232,-77.01656683,335 N STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87877119,-77.024366,751 WHARF STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88542273,-77.01636992,330 C STREET SW,20201,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87710195,-77.01931759,1100 6TH STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88195086,-77.01460114,271 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87736944,-77.01409197,204 L STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88107811,-77.01543677,701 3RD STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88115945,-77.0115958,36 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87825954,-77.01496641,234 K STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88090224,-77.01265042,110 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87825968,-77.01380023,204 K STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87970956,-77.01545825,853 3RD STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88104718,-77.01188702,50 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88108947,-77.0206436,618 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87985,-77.01613099,829 3RD STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88022143,-77.02532319,12 DISTRICT SQUARE SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.876705,-77.01903548,445 M STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88207538,-77.02291125,727 CAPITOL SQUARE PLACE SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87561892,-77.0155506,236 M STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.8810948,-77.0138448,212 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.8757458,-77.01722326,1230 4TH STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88186059,-77.02306482,800 CAPITOL SQUARE PLACE SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88013408,-77.01579015,807 3RD STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87946914,-77.02074939,625 I STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87345572,-77.01633248,361 O STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87803922,-77.02119763,941 6TH STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.874005600000004,-77.01628029,348 N STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87518598,-77.01802140000001,1247 4TH STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.8794713,-77.01139453,65 I STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88117125,-77.01165942,38 G STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87345739,-77.01594148,347 O STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87551153,-77.01496099,1255 DELAWARE AVENUE SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88168389,-77.0228036,718 CAPITOL SQUARE PLACE SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.87345738,-77.01604704,351 O STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88051501,-77.0146186,720 3RD STREET SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.88056426,-77.02624935,75 BLAIR ALLEY SW,20024,Southwest Waterfront,Cluster 9,Ward 6,1734,3.982698961937716
38.93627594,-77.10055832,4970 ROCKWOOD PARKWAY NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93830326,-77.10355666,5150 ROCKWOOD PARKWAY NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93982058,-77.09880752,3807 FORDHAM ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94657476,-77.101715,5118 YUMA STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94356303,-77.09550336,4203 48TH PLACE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93621433,-77.09843274,4965 GLENBROOK ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94430033,-77.1005881,5102 WARREN PLACE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94651787,-77.10228513,5129 YUMA STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.9438191,-77.10317213,5133 52ND STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93720863,-77.09510488,4818 WOODWAY LANE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94168485,-77.10112447,4040 51ST STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93850612,-77.09496404,4807 QUEBEC STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94080322,-77.09652949,3915 49TH STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.9443592,-77.09711879999999,4250 FORDHAM ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94262667,-77.09287303,4700 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94344444,-77.09783482,4201 FORDHAM ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93913206,-77.09957246,3750 FORDHAM ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.934239899999994,-77.09201726,4633 ROCKWOOD PARKWAY NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93622415,-77.09876078,4977 GLENBROOK ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94739763,-77.09945123,5012 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94374099,-77.09444235,4730 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94200064,-77.09494436,4810 UPTON STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93774847,-77.10269482,5132 ROCKWOOD PARKWAY NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94321895,-77.09945601,5015 VAN NESS STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94146782,-77.09524494,4823 TILDEN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93573893,-77.10174072,5037 LOUGHBORO ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94486584,-77.10030443,5106 WARREN PLACE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94536354,-77.09657304,4874 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94023067,-77.10273981,4000 52ND STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94050643,-77.10044468,5026 TILDEN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93498334,-77.08936416,,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.9391393,-77.10120599,5148 TILDEN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93637394,-77.09192970000001,,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93857577,-77.09360838,3706 COREY PLACE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93829114,-77.09998422,3712 FORDHAM ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94731485,-77.09934106,5010 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94433243,-77.10158630000001,5028 WARREN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93340936,-77.09785945,4925 LOUGHBORO ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.943684000000005,-77.10056543,5018 WARREN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93623296,-77.09749090000001,4941 GLENBROOK ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93698089,-77.10165149,5110 ROCKWOOD PARKWAY NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93898653,-77.10254054,3803 52ND STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94014194,-77.09192359999999,4620 SEDGWICK STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93547736,-77.0894672,,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93471894,-77.09585264,4851 INDIAN LANE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93767708,-77.09363938,4720 QUEBEC STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93324196,-77.0972401,4860 ROCKWOOD PARKWAY NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93553314,-77.09809166,4926 GLENBROOK ROAD NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94119524,-77.1001943,5025 TILDEN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94532449,-77.10254839,5124 WARREN PLACE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93676593,-77.09926258,4971 HILLBROOK LANE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94704651,-77.09900142,5002 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94381982,-77.0945555,4732 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93991246,-77.10339763,3828 52ND STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93963213,-77.09554919,4825 RODMAN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93808497,-77.09889531,4955 QUEBEC STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93914738,-77.09892147,4950 RODMAN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94241681,-77.09372473,4723 UPTON STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93976363,-77.09645115,3809 49TH STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.9433764,-77.09591492,4200 48TH PLACE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94198179999999,-77.09572733,4824 UPTON STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93981208,-77.09459714,3812 48TH STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93809569,-77.09750325,4922 QUEBEC STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94278188,-77.10205242,4125 52ND STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94040571,-77.1006562,5032 TILDEN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93869609,-77.09239834,3718 UNIVERSITY AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94051504,-77.09217831,4625 SEDGWICK STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94084687,-77.09701344,3914 49TH STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93410113,-77.09739894,4907 ROCKWOOD PARKWAY NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94500156,-77.10138919,5109 52ND STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93697916,-77.11031412,,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93915387,-77.09232004,4610 RODMAN STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93688672,-77.0941583,4720 WOODWAY LANE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.94746671,-77.09956772,5028 MASSACHUSETTS AVENUE NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.93833785,-77.10108824,5071 SEDGWICK STREET NW,20016,Spring Valley,Cluster 13,Ward 3,1028,1.7568093385214008
38.84826723,-76.99178371,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85383334,-76.99702615,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85111067,-77.00011981,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.854719,-76.99923594,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84656056,-76.98898822,2701 DOGWOOD DRIVE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84716164,-76.99536576,2730 MARTIN LUTHER KING JR AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.851980700000006,-77.00037441,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85385473,-77.00088813,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84915751,-76.9944552,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84958691,-76.99575417,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84928852,-76.99821152,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85429415,-76.99835195,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.8553833,-76.99590440000001,2700 A MARTIN LUTHER KING JR AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84934083,-76.99677186,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84629329,-76.99297563,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85296413,-76.99762215,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85314837,-77.00126024,2703 MARTIN LUTHER KING JR AVENUE SE,20593,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84494371,-76.98791982,1290 ALABAMA AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84989846,-76.98756393,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85256098,-76.99663117,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85520518,-77.00117779,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.8537276,-76.99504482,2720 MARTIN LUTHER KING JR AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84535071,-76.99132868,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84867584,-76.9973745,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85429414,-76.99781635,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84613076,-76.99031764,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85407945,-76.99714665,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85774651,-77.00292746,,20593,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85255056,-76.99813771,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84544226,-76.99251447,1101 SYCAMORE DRIVE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84809968,-76.99191090000001,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85476087,-76.99800585,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84963392,-76.99353114,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85068463,-76.99472857,2700 MARTIN LUTHER KING JR AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84604716,-76.99134196,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84884861,-76.99674516,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84839828,-76.99451551,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84535411,-76.98776401,1300 ALABAMA AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84584822,-76.99212542,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84647655,-76.99209183,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84698685,-76.99130475,1100 OAK DRIVE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85465675,-76.99992776,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84769144,-76.99582121,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85444072,-76.99833858,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.853130900000004,-76.99931475,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84778562,-76.99452892,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84633403,-76.98847068,1280 ALABAMA AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84622013,-76.99458261,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84927255,-76.99285483,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85392226,-76.99728974,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84728715,-76.98967894,2650 PECAN STREET SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85478412,-76.99842175,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84941932,-76.995098,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85173828,-77.00141735,,20593,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85052944,-76.99859315,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.852923700000005,-76.99901822,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84727253,-76.99536586,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84579566,-76.98938023,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84542395,-76.99014356,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85181743,-76.99680527,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85286987,-76.99628957,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84782746,-76.99354467,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84757608,-76.99151595,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85066034,-76.99943678,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85568682,-76.99682515,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.848744,-76.98649785,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.8560325,-76.99797021,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85279136,-76.99835878,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85365645,-76.99973825,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85095352,-76.99682536,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84861608,-76.99087394,2600 PECAN STREET SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84627882,-76.99172346,1201 OAK DRIVE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.84826586,-76.98840517,1100 ALABAMA AVENUE SE,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85182308,-76.99385812,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.85179134,-76.99857976,,20032,St. Elizabeth's Hospital,,Ward 8,105,0.0
38.96660201,-77.00687803,44 SHERIDAN STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96468712,-77.0084426,6139 CHILLUM PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96493166,-77.00397497,216 BEACON PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96932257,-77.010777,47 UNDERWOOD PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96660728,-77.01008598,23 SHERIDAN STREET NW,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96891895,-77.01028375,38 UNDERWOOD PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96827982,-77.01215163,6501 CHILLUM PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96716729999999,-77.00803672,23 TUCKERMAN STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.9692818,-77.01131634,67 UNDERWOOD PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97079843,-77.01377545,216 WHITTIER STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96760771,-77.00927458,6406 NORTH CAPITOL STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96680079,-77.00881891,6311 NORTH CAPITOL STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97235903,-77.01209601,123 WALNUT STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96758409,-77.00521742,6404 EASTERN AVENUE NE,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97374098,-77.01469773,6918 WILLOW STREET NW,20012,Takoma Park,Cluster 17,Ward 4,977,0.49744114636642783
38.97157753,-77.01399567,236 WALNUT STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96848143,-77.01290967,6510 CHILLUM PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96368711,-77.00534752,144 WALTMAN PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96776266,-77.01126891,88 TUCKERMAN STREET NW,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96662998,-77.00605265,64 SHERIDAN STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96890217,-77.01152249,86 UNDERWOOD PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97080143,-77.01193384,6626 1ST STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96454178,-77.00399848,221 BEACON PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96570046,-77.00699149,72 RITTENHOUSE STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96717478,-77.00644768,109 TUCKERMAN STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97268689,-77.01156315,6746 EASTERN AVENUE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96802807,-77.00881572,6427 NORTH CAPITOL STREET NE,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96892115,-77.00991853,24 UNDERWOOD PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96661121,-77.00811109,34 SHERIDAN STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97237219,-77.01195222,121 WALNUT STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97016015,-77.01422052,231 VAN BUREN STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.970202799999996,-77.01072082,51 VAN BUREN STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96782261,-77.01074527,61 TUCKERMAN STREET NW,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96428836,-77.00792159,6108 1ST PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97474357,-77.01606292,264 CARROLL STREET NW,20012,Takoma Park,Cluster 17,Ward 4,977,0.49744114636642783
38.96972666,-77.00880958,6555 NORTH CAPITOL STREET NE,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96974113,-77.01301203,200 VAN BUREN STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96883233,-77.00880139,6521 NORTH CAPITOL STREET NE,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96789444,-77.00927427,6420 NORTH CAPITOL STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96875662,-77.0066988,6504 EASTERN AVENUE NE,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96406487,-77.00443254,6109 SOLENT PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96459063,-77.00718292,6131 1ST PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96662392,-77.00653117,52 SHERIDAN STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.9720909,-77.01409513,6809 LAUREL STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96662805,-77.00509619,88 SHERIDAN STREET NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96856565,-77.00645277,6500 EASTERN AVENUE NE,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96364524,-77.00492832,205 CONCORD PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96929142,-77.01051170000001,37 UNDERWOOD PLACE NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96335983,-77.0057188,6001 MCLEAN PLACE NE,20011,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.97167295,-77.01132238,21 WHITTIER STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
38.96837628,-77.0113979,79 UNDERWOOD STREET NW,20012,Takoma Park,Cluster 19,Ward 4,977,0.49744114636642783
