LATITUDE,LONGITUDE,FULLADDRESS,ZIPCODE,ASSESSMENT_NBHD,CLUSTER_,WARD,Units,Residential
38.8688316,-77.01825188,221 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.867563399999995,-77.01823116,241 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.90749873,-76.94332398,4300 ANACOSTIA AVENUE NE,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.87882265,-76.97541985,1900 M STREET SE,20003,Anacostia Park,Cluster 26,Ward 6,16,0.0
38.87269412,-76.99086222,1105 O STREET SE,20003,Anacostia Park,Cluster 27,Ward 6,16,0.0
38.90756232,-76.97813366,1301 BLADENSBURG ROAD NE,20002,National Arboretum,Cluster 23,Ward 5,22,0.0
38.87004386,-77.0182311,201 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86907681,-77.01822728,217 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86805247,-77.01823796,233 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.88364235,-76.97273804,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88363994,-76.97403835,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88393585,-76.97276225,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88504451,-76.97276182,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88450374,-76.97275857,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88566175,-76.97426709999999,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88533259,-76.97272345,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88635731,-76.97398861,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88603647,-76.97295958,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88514257,-76.97374920000001,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88617556,-76.97538989,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88431176,-76.97391986,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88521638,-76.97557624,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.9124031,-76.96989039,3501 NEW YORK AVENUE NE,20002,National Arboretum,,Ward 5,22,0.0
38.91262689,-76.94181625,1550 ANACOSTIA AVENUE NE,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.88271416,-76.97573362,1901 E STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.87290264,-76.99054344,1115 O STREET SE,20003,Anacostia Park,Cluster 27,Ward 6,16,0.0
38.86932076,-77.01822965,213 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.92425705,-77.04525421,,20009,National Zoological Park,Cluster 1,Ward 1,50,0.0
38.86934525,-77.01582199,210 4TH AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.8695829,-77.0158142,206 4TH AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86864431,-77.01581399,222 4TH AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86888204,-77.01582188,218 4TH AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.93251282,-77.04965819,,20009,National Zoological Park,,Ward 1,50,0.0
38.91410729,-77.07868811,4101 RESERVOIR ROAD NW,20007,Glover - Archbold Parkway,Cluster 4,Ward 2,2,0.0
38.88430985,-76.97462269,1910 MASSACHUSETTS AVENUE SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.87916314,-76.97447654,1950 M STREET SE,20003,Anacostia Park,Cluster 26,Ward 6,16,0.0
38.91679913,-76.96739301,2801 NEW YORK AVENUE NE,20002,National Arboretum,,Ward 5,22,0.0
38.86860279,-77.01824122,225 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86781293,-77.01823122,237 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.867309000000006,-77.01824711,245 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87118546,-77.01730974,103 3RD AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.88849677,-76.97551242,2001 EAST CAPITOL STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88521981,-76.97557417,1900 MASSACHUSETTS AVENUE SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88213195,-76.97366652,1905 E STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.87553837,-76.98570591,1409 WATER STREET SE,20003,Anacostia Park,Cluster 27,Ward 6,16,0.0
38.86956263,-77.018238,209 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.93079959,-77.04735359,,20008,National Zoological Park,,Ward 3,50,0.0
38.87898567,-76.97488297,,20003,Anacostia Park,Cluster 26,Ward 6,16,0.0
38.8641446,-77.01585159999999,408 4TH AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86682931,-77.01822106,253 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.88343091,-76.97637892,1901 D STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.86830839,-77.01824218,229 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87185503,-77.01683017,300 A STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.93061121,-77.05442859,3001 CONNECTICUT AVENUE NW,20008,National Zoological Park,,Ward 3,50,0.0
38.86979856,-77.01824152,205 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86657779,-77.01823402,257 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.90127897,-76.95211091,650 ANACOSTIA AVENUE NE,20019,DC Stadium Area,Cluster 30,Ward 7,57,0.0
38.88979064,-76.97189541,2400 EAST CAPITOL STREET SE,20003,DC Stadium Area,Cluster 25,Ward 7,57,0.0
38.8856771,-76.9770537,192 19TH STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.90356872,-76.95461077,,20019,DC Stadium Area,Cluster 30,Ward 7,57,0.0
38.91278786,-76.94179824,,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.91262251,-76.9418935,,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.91261515,-76.94050354,,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.91261048,-76.94179793,,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.91245492,-76.94182365,,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.91268605,-76.94088121,,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.88257888,-76.97378749,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.87577993,-76.98536601,,20003,Anacostia Park,Cluster 27,Ward 6,16,0.0
38.87887376,-76.97474183,,20003,Anacostia Park,Cluster 26,Ward 6,16,0.0
38.92953939,-77.05186457,,20008,National Zoological Park,,Ward 3,50,0.0
38.92746003,-77.04644756,,20008,National Zoological Park,,Ward 3,50,0.0
38.92919319,-77.04832048,,20008,National Zoological Park,,Ward 3,50,0.0
38.92993766,-77.04827532,,20008,National Zoological Park,,Ward 3,50,0.0
38.93109459,-77.05285294,,20008,National Zoological Park,,Ward 3,50,0.0
38.92937558,-77.04924509,,20008,National Zoological Park,,Ward 3,50,0.0
38.87193744,-77.01930155,,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.93161135,-77.05356666,,20008,National Zoological Park,,Ward 3,50,0.0
38.92897062,-77.04760126,,20008,National Zoological Park,,Ward 3,50,0.0
38.92977308,-77.04738497,,20008,National Zoological Park,,Ward 3,50,0.0
38.93148281,-77.05195156,,20008,National Zoological Park,,Ward 3,50,0.0
38.9310598,-77.05087267,,20008,National Zoological Park,,Ward 3,50,0.0
38.92980336,-77.04952494,,20008,National Zoological Park,,Ward 3,50,0.0
38.92800347,-77.04741228,,20008,National Zoological Park,,Ward 3,50,0.0
38.93112651,-77.0511637,,20008,National Zoological Park,,Ward 3,50,0.0
38.93028857,-77.05114038,,20008,National Zoological Park,,Ward 3,50,0.0
38.92998622,-77.04932543,,20008,National Zoological Park,,Ward 3,50,0.0
38.93191045,-77.05251112,,20008,National Zoological Park,,Ward 3,50,0.0
38.93042325,-77.04881782,,20008,National Zoological Park,,Ward 3,50,0.0
38.92703677,-77.04612772,,20008,National Zoological Park,,Ward 3,50,0.0
38.92933405,-77.05256055,,20008,National Zoological Park,,Ward 3,50,0.0
38.93028886,-77.05046696,,20008,National Zoological Park,,Ward 3,50,0.0
38.93020444,-77.04987906,,20008,National Zoological Park,,Ward 3,50,0.0
38.93195076,-77.05200322,,20008,National Zoological Park,,Ward 3,50,0.0
38.92997175,-77.05195611,,20008,National Zoological Park,,Ward 3,50,0.0
38.93183436,-77.05324159,,20008,National Zoological Park,,Ward 3,50,0.0
38.91692989,-76.95506108,3600 NEW YORK AVENUE NE,20002,National Arboretum,Cluster 24,Ward 5,22,0.0
38.92783391,-77.04792007,,20008,National Zoological Park,,Ward 3,50,0.0
38.9301296,-77.0474423,,20008,National Zoological Park,,Ward 3,50,0.0
38.92763370000001,-77.04693274,,20008,National Zoological Park,,Ward 3,50,0.0
38.92498058,-77.04740255,,20009,National Zoological Park,Cluster 1,Ward 1,50,0.0
38.92607225,-77.04791843,,20009,National Zoological Park,,Ward 1,50,0.0
38.87080935,-77.01796671,,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.92426053,-77.04648527,,20009,National Zoological Park,Cluster 1,Ward 1,50,0.0
38.92506965,-77.04696334,,20009,National Zoological Park,Cluster 1,Ward 1,50,0.0
38.869814500000004,-77.01581425,202 4TH AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87100482,-77.01859664,109 1ST AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87185428,-77.01706537,,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.93034161,-77.09531762,,20016,Fort Drive,Cluster 13,Ward 3,2,0.0
38.92534615,-77.08199275,,20007,Glover - Archbold Parkway,Cluster 14,Ward 3,2,0.0
38.89685382,-76.96397587,,20019,DC Stadium Area,,Ward 7,57,0.0
38.88984129,-76.96469452,,20019,DC Stadium Area,,Ward 7,57,0.0
38.87223259,-76.98946998,,20003,Anacostia Park,,Ward 6,16,0.0
38.8770092,-76.97830206,,20003,Anacostia Park,,Ward 6,16,0.0
38.91191879,-76.97605033,,20002,National Arboretum,,Ward 5,22,0.0
38.91569713,-76.95729317,,20002,National Arboretum,,Ward 5,22,0.0
38.90909964,-76.96501093,,20002,National Arboretum,,Ward 5,22,0.0
38.91072688,-76.95986744,,20002,National Arboretum,,Ward 5,22,0.0
38.91217654,-76.96886026,,20002,National Arboretum,,Ward 5,22,0.0
38.90779281,-76.96887221,,20002,National Arboretum,,Ward 5,22,0.0
38.91043819,-76.97358274,,20002,National Arboretum,,Ward 5,22,0.0
38.91205794,-76.97188017,,20002,National Arboretum,,Ward 5,22,0.0
38.91257135,-76.95543407,,20002,National Arboretum,,Ward 5,22,0.0
38.91345186,-76.9685568,,20002,National Arboretum,,Ward 5,22,0.0
38.90762177,-76.96573743,,20002,National Arboretum,,Ward 5,22,0.0
38.91024184,-76.96759709,,20002,National Arboretum,,Ward 5,22,0.0
38.9147494,-76.95594236,,20002,National Arboretum,,Ward 5,22,0.0
38.88987232,-76.97294314,2400 EAST CAPITOL STREET NE,20003,DC Stadium Area,Cluster 25,Ward 7,57,0.0
38.92992909,-77.04741356,,20008,National Zoological Park,,Ward 3,50,0.0
38.87909274,-76.97466684,,20003,Anacostia Park,Cluster 26,Ward 6,16,0.0
38.93133923,-77.05391453,,20008,National Zoological Park,,Ward 3,50,0.0
38.87116228,-77.01862941,105 1ST AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.89328324,-76.96629428,,20019,DC Stadium Area,,Ward 7,57,0.0
38.912306799999996,-76.97323925,,20002,National Arboretum,,Ward 5,22,0.0
38.91652195,-76.96375284,,20002,National Arboretum,,Ward 5,22,0.0
38.92844399,-77.04934144,,20008,National Zoological Park,,Ward 3,50,0.0
38.92675620000001,-77.04846414,,20009,National Zoological Park,,Ward 1,50,0.0
38.91274255,-76.94179643,,20019,DC Stadium Area,Cluster 29,Ward 7,57,0.0
38.88831358,-76.97706646,102 19TH STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.86910752,-77.01580626,214 4TH AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.88721683,-76.97667492,1901 INDEPENDENCE AVENUE SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88517296,-76.97194586,2600 INDEPENDENCE AVENUE SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.86706722,-77.01824082,249 2ND AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.91152136,-76.96955005,,20002,National Arboretum,,Ward 5,22,0.0
38.89706555,-76.96182365,,20019,DC Stadium Area,,Ward 7,57,0.0
38.88016546,-76.97193377,,20003,DC Stadium Area,,Ward 6,57,0.0
38.92939253,-77.09471963,,20016,Fort Drive,Cluster 13,Ward 3,2,0.0
38.93002553,-77.05413878,,20008,National Zoological Park,,Ward 3,50,0.0
38.93142005,-77.05268768,,20008,National Zoological Park,,Ward 3,50,0.0
38.92855199,-77.0467336,,20008,National Zoological Park,,Ward 3,50,0.0
38.9293499,-77.04663713,,20008,National Zoological Park,,Ward 3,50,0.0
38.92852547,-77.0461401,,20008,National Zoological Park,,Ward 3,50,0.0
38.89787907,-76.96360911,,20002,DC Stadium Area,,Ward 5,57,0.0
38.88421845,-76.97277954,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.89645025,-76.96935717,575 OKLAHOMA AVENUE NE,20019,DC Stadium Area,Cluster 25,Ward 7,57,0.0
38.87128901,-76.99002844,,20003,Anacostia Park,,Ward 8,16,0.0
38.87196543,-76.98981711,,20003,Anacostia Park,,Ward 6,16,0.0
38.87201686,-76.98965278,,20003,Anacostia Park,,Ward 6,16,0.0
38.87156939,-77.01852868,45 1ST AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87188913,-77.0177296,,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87185846,-77.01744588,210 A STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87139515,-77.01619488,309 A STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86312244,-77.01698585,,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.8716992,-77.01852480000001,41 1ST AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86633663,-77.01823741,100 C STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.870498600000005,-77.01827477,102 B STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.870465100000004,-77.01636268,302 B STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87159999,-77.01816189,102 A STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87110292,-77.01556609,110 4TH AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87154409,-77.01783576,206 A STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87168758,-77.01607868,31 4TH AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87085403,-77.0161406,111 4TH AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87047908,-77.01753347,210 B STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87093773,-77.01667473,102 3RD AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87187343,-77.01908028,,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86631973,-77.01683105,262 3RD AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86694487,-77.0170915,251 3RD AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86584472,-77.01677609,302 3RD AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87134192,-77.0186033,101 1ST AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87005927,-77.01573572,401 B STREET SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87053288,-77.01799269,206 B STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87066265,-77.01822008,114 1ST AVENUE SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87046414,-77.01553207,404 B STREET SW,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86749863,-77.01576281,242 4TH AVENUE SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.87187357,-77.01815493,,20319,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.88336251,-76.97297454,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88477032,-76.97367638,,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.912220500000004,-76.97170082,,20002,National Arboretum,,Ward 5,22,0.0
38.87923793,-76.97403800000001,,20003,Anacostia Park,Cluster 26,Ward 6,16,0.0
38.86137835,-77.01813613,,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.876236299999995,-76.98447186,1499 WATER STREET SE,20003,Anacostia Park,Cluster 27,Ward 6,16,0.0
38.88574893,-76.97709494,150 19TH STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88528156,-76.97700335,1901 C STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.885412,-76.97702071,1900 C STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88566434,-76.97706051,290 19TH STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.93336039,-77.05365194,,20008,National Zoological Park,Cluster 15,Ward 3,50,0.0
38.88489259,-76.97708761,310 19TH STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88823664,-76.97687376,1902 INDEPENDENCE AVENUE SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.93089553,-77.05500812,3103 CONNECTICUT AVENUE NW,20008,National Zoological Park,Cluster 15,Ward 3,50,0.0
38.89323377,-76.97233438,251 OKLAHOMA AVENUE NE,20019,DC Stadium Area,Cluster 25,Ward 7,57,0.0
38.908635600000004,-76.97542699,,20002,National Arboretum,,Ward 5,22,0.0
38.89034699,-76.97577724,1910 EAST CAPITOL STREET NE,20002,DC Stadium Area,Cluster 25,Ward 6,57,0.0
38.9306475,-77.05545853,3101 CONNECTICUT AVENUE NW,20008,National Zoological Park,Cluster 15,Ward 3,50,0.0
38.88855755,-76.97699964,100 19TH STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.88564783,-76.976969,292 19TH STREET SE,20003,DC Stadium Area,Cluster 26,Ward 7,57,0.0
38.92873966,-77.04763951,,20008,National Zoological Park,,Ward 3,50,0.0
38.92874845,-77.04706345,,20008,National Zoological Park,,Ward 3,50,0.0
38.87089785,-77.01788354,201 A STREET SW,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.86837273,-77.01581359,,20024,Ft. McNair,Cluster 9,Ward 6,59,0.2033898305084746
38.94273685,-77.0344737,1430 VARNUM STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95472152,-77.03489148,5318 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94918079999999,-77.03173629,1325 DELAFIELD PLACE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94530253,-77.02904828,4502 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94423268,-77.03507126,1509 WEBSTER STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95209488,-77.03175512,1325 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94206749,-77.03460764,1513 UPSHUR STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94527928,-77.02944856,4503 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95016173,-77.02886926,4906 ARKANSAS AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95534984,-77.02860831,1217 JEFFERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94955483,-77.03393814,1404 EMERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94592484,-77.02748604,1116 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94418559,-77.03247521,4401 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95774279,-77.03782476,1614 LONGFELLOW STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95746431,-77.03190092,5601 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94739469,-77.03409999,1425 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.9463421,-77.02897649,1129 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94542705,-77.03301414,4506 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.96000014,-77.03734794,1626 NICHOLSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94542285,-77.02917984,4508 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94875845,-77.03188168,4807 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94490832,-77.02797359,4433 IOWA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95602147,-77.03437352,1408 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94592301,-77.03500645,1508 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94788756,-77.03523168,4715 PINEY BRANCH ROAD NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.958632200000004,-77.02853625,5704 GEORGIA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95878637,-77.03677481,5702 16TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94349875,-77.03424636,4315 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94438731,-77.03038128,4400 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95582052,-77.03399765,5408 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95497313,-77.02998869,1300 JEFFERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94338464,-77.03477058,4310 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95062002,-77.03013095,1302 FARRAGUT STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94419987,-77.03328949,1405 WEBSTER STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95372176,-77.03371942,5214 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95813733,-77.03314244,1360 MADISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94355442,-77.03424639,4317 15TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.9563677,-77.02997382,5500 13TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94631465,-77.03513884,1513 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.947385600000004,-77.02797976,1213 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94630004,-77.03038071,1307 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95534967,-77.02854267,1215 JEFFERSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95207903,-77.03104849,1315 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.96073253,-77.02830206,5816 GEORGIA AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.96002222,-77.0318423,1340 NICHOLSON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.96236751,-77.0373448,1616 MISSOURI AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94737705,-77.0294042,1245 CRITTENDEN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95601768,-77.02872326,1216 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95642453,-77.02857194,1209 KENNEDY STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95166296,-77.02994703,1300 GALLATIN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.945924100000006,-77.03556674,1524 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.961088399999994,-77.03293151,5819 14TH STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95307929,-77.03372858,1401 HAMILTON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94522532,-77.03013974,1301 ALLISON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95270212,-77.02790339,1202 HAMILTON STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.95694789,-77.03213225,5521 COLORADO AVENUE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94880559,-77.02862691,1216 DELAFIELD PLACE NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
38.94631522,-77.03535052,1519 BUCHANAN STREET NW,20011,16th Street Heights,Cluster 18,Ward 4,2277,0.7373737373737373
